encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,dead_duration,cleanses,above90%,log,role
Cardinal Adina,False,True,214,Tiki.8579,Daredevil,15339,21.135,97.911,87.223,96.232,86.482,0.731,34.621,0,0,31.878,111110,203.290222167969,0,0,3,99.2287917737789,"https://dps.report/p33N-20231203-161555_adina
",DPS
Dhuum,False,True,328,MrCamonkill.6419,Scourge,15340,23.332,98.594,94.133,76.75,88.422,1.845,0,0,0,0.549,149469,376.321868896484,0,0,8,79.8408488063661,"https://dps.report/f8w0-20231119-174054_dhuum
",DPS
Dhuum,False,True,345,Thomas.4208,Harbinger,15349,20.792,97.976,94.986,61.856,93.41,3.077,29.364,45.842,5.666,8.225,347745,331.252319335937,1,0,1,86.8292682926829,"https://dps.report/YV2O-20231115-200842_dhuum
",qDPS
Xera,False,True,272,Tarasicodissa.7084,Scourge,15359,22.526,86.613,95.041,79.805,90.233,2.709,0,0,0,0,61388,488.201080322266,0,0,54,100,"https://dps.report/KeRQ-20231114-220651_xera
",DPS
Dhuum,False,True,347,Zerumi.5120,Virtuoso,15366,14.84,92.365,68.557,35.561,42.995,0,6.615,0,0,0.749,183034,681.744934082031,1,0,1,66.3201663201663,"https://dps.report/cuTc-20231112-173112_dhuum
",DPS
Samarog CM,True,True,357,Arikashin.2675,Virtuoso,15388,23.565,99.616,100.003,85.772,25.719,0,16.713,0,0,0,268909,213.627365112305,1,0,0,73.7193763919822,"https://dps.report/vxVA-20231205-213316_sam
",DPS
Twin Largos CM,True,True,314,Zerumi.5120,Virtuoso,15403,23.808,99.667,89.607,98.388,70.558,0,16.347,0,0,0,262703,1529.28112792969,0,0,1,90.6030855539972,"https://dps.report/GNm4-20231119-164446_twins
",DPS
Cardinal Adina CM,True,True,246,Reeezzz.1802,Virtuoso,15421,22.04,98.928,74.069,94.624,80.932,0,13.989,0,0,0,206791,135.944671630859,1,0,2,79.2626728110599,"https://dps.report/o0sO-20231126-161032_adina
",DPS
Qadim,False,True,398,Montgomery.1624,Reaper,15425,20.585,80.659,92.739,100,81.509,0.207,0,0,0,0,140652,440.985076904297,0,0,2,98.2905982905983,"https://dps.report/23Wy-20231126-170026_qadim
",DPS
Matthias Gabrel,False,True,193,GoGo.8725,Scourge,15430,23.229,96.957,92.862,90.322,85.738,2.798,0,0,1.36,0.713,175722,247.070785522461,0,0,39,72.8232189973615,"https://dps.report/OZgI-20231121-232608_matt
",DPS
Samarog CM,True,True,408,AlnSedai.2793,Druid,15431,21.454,99.46,83.583,99.134,95.772,1.174,0,0,0,1.091,338363,155.15641784668,1,0,0,88.3673469387755,"https://dps.report/WlLu-20231120-215055_sam
",DPS
Vale Guardian,False,True,158,Irda.4105,Herald,15437,23.146,99.435,99.831,98.902,98.522,10.009,39.612,78.662,8.358,16.105,125958,156.589828491211,0,0,0,83.3333333333333,"https://dps.report/gOLL-20231121-233101_vg
",qDPS
Samarog CM,True,True,398,SwyDie.5693,Scourge,15444,22.914,99.556,99.266,99.086,98.31,4.172,0,0,0,0.04,184648,214.726028442383,0,0,2,97.23991507431,"https://dps.report/HtZR-20231204-203453_sam
",DPS
Dhuum CM,True,True,425,Tarasicodissa.7084,Scourge,15452,19.722,77.314,88.274,73.307,88.189,2.195,0,0,0,0,257407,363.766082763672,0,0,7,62.7232142857143,"https://dps.report/QpHC-20231114-212326_dhuum
",DPS
Samarog CM,True,True,357,DARKstrider.7804,Mechanist,15473,23.946,99.616,99.763,97.329,34.013,0.306,19.144,0,0,0,244351,150.033462524414,1,0,0,86.0103626943005,"https://dps.report/vxVA-20231205-213316_sam
",DPS
Slothasor,False,True,180,Morg.8143,Vindicator,15483,21.619,98.402,70.042,84.018,84.352,0.199,0,0,0,0,271618,149.447692871094,3,0,11,59.5541401273885,"https://dps.report/zOZS-20231205-221048_sloth
",DPS
Mursaat Overseer CM,True,True,126,faight.3264,Chronomancer,15484,21.569,99.116,98.879,97.399,70.958,1.952,17.38,94.199,0,0,114447,178.771270751953,0,0,0,53.4351145038168,"https://dps.report/n5aR-20231120-213352_mo
",qDPS
Cardinal Sabir CM,True,True,241,Arikashin.2675,Virtuoso,15484,21.732,99.379,95.933,79.296,58.656,0,19.587,0,0,0.525,221569,222.027236938477,1,0,5,68.7092568448501,"https://dps.report/CtTa-20231114-200308_sabir
",DPS
Mursaat Overseer CM,True,True,130,Tarasicodissa.7084,Scourge,15529,24.319,99.124,99.547,99.173,88.905,11.144,0,0,74.377,78.522,66839,72.8243560791016,0,0,14,100,"https://dps.report/4Ow1-20231205-212640_mo
",aDPS
Qadim CM,True,True,421,yelle.7165,Dragonhunter,15530,18.832,93.705,57.338,77.967,56.415,0.029,0,0,0,0,330179,758.985595703125,0,0,5,79.6875,"https://dps.report/ZG5I-20231121-215144_qadim
",DPS
Vale Guardian,False,True,158,DARKstrider.4250,Herald,15562,23.864,99.165,94.699,98.352,89.944,9.92,37.403,94.477,5.852,9.096,121116,132.069396972656,0,0,1,95.3703703703704,"https://dps.report/hpww-20231119-185141_vg
",qDPS
Dhuum CM,True,True,384,Morg.8143,Mechanist,15573,15.243,86.407,54.352,42.546,69.612,0.189,0,0,0,0,250592,469.848205566406,1,0,0,61.3157894736842,"https://dps.report/ZNAh-20231205-211549_dhuum
",DPS
Keep Construct CM,True,True,324,Csegavara.8950,Virtuoso,15576,19.91,98.887,83.821,99.418,97.707,0,21.074,0,0,0,282632,241.601425170898,0,0,19,91.7177914110429,"https://dps.report/yBfi-20231127-200427_kc
",DPS
Matthias Gabrel,False,True,164,Tarasicodissa.7084,Soulbeast,15581,21.159,94.083,93.346,87.543,81.353,0,0,0,0,9.249,127875,180.771789550781,0,0,29,66.5706051873199,"https://dps.report/oCsS-20231031-222658_matt
",DPS
Twin Largos CM,True,True,300,DARKstrider.7804,Mechanist,15584,24.686,99.171,98.72,97.771,98.275,0.14,21.953,0,0,0,287752,1520.16931152344,0,0,6,91.6666666666667,"https://dps.report/qqCx-20231122-224114_twins
",DPS
Samarog CM,True,True,408,randburst.2187,Virtuoso,15585,23.171,99.165,93.398,89.919,89.413,0,18.114,0,0,0.248,276913,202.923385620117,1,0,0,84.3339587242026,"https://dps.report/WlLu-20231120-215055_sam
",DPS
Dhuum,False,True,376,DARKstrider.7804,Mechanist,15604,23.816,98.019,98.834,85.866,97.989,0.147,0,0,0,0,157758,330.890991210937,0,0,1,87.2693726937269,"https://dps.report/cS0L-20231122-222518_dhuum
",DPS
Cardinal Adina CM,True,True,293,Hea.8675,Reaper,15608,24.06,97.634,97.643,93.563,96.472,0.006,0,0,0,0,195094,164.780639648438,1,0,2,94.1373534338358,"https://dps.report/nxJ2-20231115-192734_adina
",DPS
Cardinal Sabir CM,True,True,277,Dova.4213,Scourge,15620,24.786,99.774,70.862,99.209,96.517,2.734,0,0,0,0,294276,169.033935546875,0,0,5,73.5169491525424,"https://dps.report/lTF3-20231206-201320_sabir
",DPS
Qadim CM,True,True,404,yelle.7165,Chronomancer,15624,19.414,90.169,76.967,84.117,62.397,0.047,16.944,0,0,0.782,183193,761.63623046875,0,0,10,89.8333333333333,"https://dps.report/xWOi-20231205-204937_qadim
",DPS
Qadim CM,True,True,447,Sniperius.5623,Reaper,15629,18.168,91.808,90.386,50.573,60.891,0,0,0,0,1.674,136462,857.864501953125,0,0,0,95.929203539823,"https://dps.report/XkCr-20231129-203551_qadim
",DPS
Cardinal Sabir CM,True,True,257,Dova.4213,Scourge,15635,24.09,99.666,96.903,91.339,85.166,2.104,0,0,0,0,260906,185.564193725586,2,0,5,70.1075268817204,"https://dps.report/SyM9-20231129-190727_sabir
",DPS
Gorseval the Multifarious,False,True,131,WipZedKay.5316,Scourge,15653,23.38,98.361,75.141,99.442,80.485,10.146,0,0,62.934,55.825,68410,383.437255859375,0,0,21,93.1818181818182,"https://dps.report/kVdp-20231114-223955_gors
",aDPS
Matthias Gabrel,False,True,164,Arikashin.2675,Virtuoso,15653,22.956,97.908,99.093,74.219,84.982,0,16.615,0,0,0,135160,275.239318847656,2,0,10,56.3664596273292,"https://dps.report/oCsS-20231031-222658_matt
",DPS
Gorseval the Multifarious,False,True,132,Irda.4105,Herald,15661,24.677,99.545,98.31,99.521,87.427,8.914,12.411,82.664,8.936,12.408,60653,287.914337158203,0,0,3,86.25,"https://dps.report/0QXr-20231121-234003_gors
",qDPS
Qadim the Peerless CM,True,True,321,Irda.4105,Herald,15663,23.578,96.152,96.406,85.043,62.577,6.951,1.02,56.081,0.232,0,73894,485.621856689453,0,0,0,91.2676056338028,"https://dps.report/ZWvt-20231031-201905_qpeer
",qDPS
Conjured Amalgamate CM,True,True,147,WipZedKay.5316,Scourge,15667,23.135,99.49,89.722,100,73.224,9.727,0,0,78.699,51.544,19704,78.3084335327149,0,0,3,100,"https://dps.report/A22a-20231205-202519_ca
",aDPS
Gorseval the Multifarious,False,True,143,DARKstrider.9245,Scourge,15669,24.661,99.323,99.087,99.527,83.714,11.77,0,0,77.646,72.627,81412,187.020858764648,0,0,43,83.6734693877551,"https://dps.report/80M7-20231203-184939_gors
",aDPS
Sabetha the Saboteur,False,True,206,DARKstrider.9245,Scourge,15671,23.961,98.779,87.586,98.525,97.342,9.231,0,0,72.548,81.963,80070,142.375610351563,0,0,27,94.6107784431138,"https://dps.report/6UqT-20231203-185532_sab
",aDPS
Xera,False,True,306,Sniperius.5623,Harbinger,15681,24.214,98.791,99.889,81.45,88.86,1.154,0,0,0,0,108105,484.968994140625,0,0,2,100,"https://dps.report/p6Ma-20231120-211828_xera
",DPS
Keep Construct CM,True,True,307,sid.9435,Herald,15688,23.318,98.93,98.891,88.903,98.475,3.091,17.548,64.243,0.238,0,184037,202.935562133789,0,0,0,87.25,"https://dps.report/rSRQ-20231106-200634_kc
",qDPS
Xera,False,True,287,Keesh.5960,Chronomancer,15701,14.995,83.722,66.617,67.451,39.536,3.448,22.101,49.711,0,0,89363,569.976867675781,0,0,4,100,"https://dps.report/2RY8-20231121-230934_xera
",qDPS
Cardinal Adina CM,True,True,271,DARKstrider.7804,Mechanist,15717,23.654,88.005,98.694,96.88,79.135,0.234,16.51,0,0,0,201299,181.601226806641,1,0,1,83.6601307189543,"https://dps.report/guxj-20231205-201201_adina
",DPS
Slothasor,False,True,150,Csegavara.8950,Virtuoso,15782,20.238,98.35,91.901,95.107,92.527,0,12.951,0,0,0.332,167911,185.009368896484,1,0,10,93.8144329896907,"https://dps.report/bVww-20231127-193513_sloth
",DPS
Qadim,False,True,454,MrCamonkill.6419,Reaper,15788,21.005,99.753,91.846,100,63.413,0.049,0,0,0,0.11,190048,617.465576171875,0,0,0,92.9245283018868,"https://dps.report/pKYe-20231112-170128_qadim
",DPS
Samarog CM,True,True,389,Hotsy.3850,Specter,15791,20.149,99.445,99.073,98.78,68.779,1.834,12.703,0,0,0.872,261174,181.986679077148,4,0,2,96.1218836565097,"https://dps.report/vDAp-20231112-175232_sam
",DPS
Twin Largos CM,True,True,282,AlnSedai.2793,Mirage,15792,21.711,99.184,62.517,99.599,93.77,0.752,16.189,0,0,0.177,297567,1462.80432128906,0,0,4,80,"https://dps.report/Bi4f-20231129-202107_twins
",DPS
Cardinal Sabir CM,True,True,237,Alecssu.1035,Scourge,15809,22.388,99.649,85.86,97.529,94.016,3.628,0,0,0,0.982,184712,144.310638427734,0,0,1,89.5883777239709,"https://dps.report/pfZq-20231115-191206_sabir
",DPS
Dhuum,False,True,431,Montgomery.1624,Scourge,15810,16.769,92.662,37.311,43.861,61.646,1.197,0,0,0,0.773,181292,565.415100097656,0,0,5,70.3947368421053,"https://dps.report/A5ru-20231206-214714_dhuum
",DPS
Samarog CM,True,True,395,Tarasicodissa.7084,Daredevil,15827,19.924,99.6,72.794,81.48,75.854,0,18.05,0,0,0,259970,168.565246582031,2,0,3,92.570281124498,"https://dps.report/Zbh7-20231121-223908_sam
",DPS
Keep Construct CM,True,True,300,Keesh.5960,Firebrand,15831,18.375,97.832,87.329,91.245,56.996,3.916,38.729,60.135,0,0,177741,230.985076904297,0,0,32,82.4884792626728,"https://dps.report/xXCs-20231205-215742_kc
",qDPS
Qadim CM,True,True,429,mhnx.3678,Holosmith,15831,21.704,98.26,93.554,83.228,81.308,1.156,10.295,0,0,1.038,229830,610.984313964844,1,0,2,90.6565656565657,"https://dps.report/wO25-20231115-204219_qadim
",DPS
Twin Largos,False,True,239,MrCamonkill.6419,Scourge,15836,19.421,98.878,59.222,86.698,48.582,4.591,0,0.72,0.72,0,264606,1566.94384765625,1,0,18,57.1428571428571,"https://dps.report/CLUW-20231203-164415_twins
",DPS
Cardinal Adina CM,True,True,247,Zerumi.5120,Virtuoso,15867,23.095,99.417,96.804,96.381,89.332,0,12.858,0,0,0,212439,211.122695922852,0,0,0,86.9269949066214,"https://dps.report/Rjgi-20231119-162035_adina
",DPS
Vale Guardian,False,True,167,Thomas.4208,Herald,15871,24.559,99.411,99.816,97.749,99.292,4.811,10.532,85.908,2.935,6.312,137297,198.016906738281,0,0,0,85.1985559566787,"https://dps.report/zjNT-20231120-201055_vg
",qDPS
Qadim CM,True,True,449,KingHenne.9837,Spellbreaker,15874,19.51,96.832,93.16,64.809,64.01,1.033,0,0,0,0,259255,572.141418457031,2,0,3,77.8625954198473,"https://dps.report/JdGn-20231206-210134_qadim
",DPS
Cardinal Sabir CM,True,True,251,Expertus.5746,Herald,15879,24.332,99.835,98.505,89.22,99.58,8.741,28.349,89.465,4.992,14.634,193971,153.182220458984,0,0,9,84.7341337907376,"https://dps.report/DQUv-20231112-160835_sabir
",qDPS
Matthias Gabrel,False,True,156,Dova.4213,Dragonhunter,15891,19.899,95.226,81.868,95.196,59.64,0.365,0,0,0,2.586,70056,175.160522460938,3,0,3,75.7894736842105,"https://dps.report/JOs1-20231204-194540_matt
",DPS
Twin Largos CM,True,True,283,Madspike.4803,Soulbeast,15896,20.964,99.812,98.146,99.336,88.276,0.146,0,0,0,1.385,244183,1308.92443847656,0,0,14,82.6196473551637,"https://dps.report/t5lB-20231108-201032_twins
",DPS
Twin Largos CM,True,True,282,Montgomery.1624,Scourge,15910,23.92,95.585,84.574,95,96.233,2.876,0,0,0.915,0.589,207810,1602.60278320313,0,0,14,83.5820895522388,"https://dps.report/Bi4f-20231129-202107_twins
",DPS
Soulless Horror CM,True,False,194,Hea.8675,Herald,15928,23.322,93.137,97.113,96.744,94.577,4.786,0,89.466,0,0.182,267855,107.644683837891,1,0,5,70.6606942889138,"https://dps.report/ZKYc-20231129-193003_sh
",qDPS
Samarog CM,True,True,426,MrCamonkill.6419,Scourge,15960,24.385,99.664,92.576,99.742,94.997,3.13,0,0,0,0,260673,239.511947631836,0,0,7,91.6955017301038,"https://dps.report/jEFc-20231119-180031_sam
",DPS
Qadim,False,True,454,Zerumi.5120,Virtuoso,15973,18.559,100,82.857,88.091,52.414,0,16.637,0,0,0.33,169932,565.140625,0,0,14,96.0493827160494,"https://dps.report/pKYe-20231112-170128_qadim
",DPS
Dhuum,False,True,322,MrCamonkill.6419,Scourge,15982,20.854,91.973,80.626,72.237,86.148,2.068,0,0,0,0.446,161744,373.665710449219,0,0,2,89.4736842105263,"https://dps.report/fs0R-20231203-172810_dhuum
",DPS
Samarog CM,True,True,412,Styx.3278,Specter,15990,21.793,99.41,54.684,96.691,66.08,1.507,17.597,0,0,0,221447,148.261138916016,0,0,1,97.4719101123596,"https://dps.report/JAFh-20231114-213830_sam
",DPS
Vale Guardian,False,True,155,Hea.8675,Firebrand,15991,24.277,99.168,98.783,98.556,96.325,3.088,37.447,66.084,0,0,146700,152.598022460938,1,0,0,74.331550802139,"https://dps.report/qyLg-20231204-190551_vg
",qDPS
Conjured Amalgamate CM,True,True,153,WipZedKay.5316,Scourge,15995,21.7,99.605,79.176,100,94.519,10.597,0,0,81.238,46.396,23508,83.147705078125,0,0,4,100,"https://dps.report/ziiE-20231031-202555_ca
",aDPS
Cardinal Sabir CM,True,True,241,Tarasicodissa.7084,Scourge,15997,24.505,99.76,97.21,99.043,65.267,4.349,0,0,0,0,230097,160.267684936523,1,0,3,65.2073732718894,"https://dps.report/CtTa-20231114-200308_sabir
",DPS
Matthias Gabrel,False,True,154,DARKstrider.3729,Daredevil,15998,22.402,96.534,95.14,96.027,93.024,0.713,18.468,0,0,13.966,112915,194.061401367188,0,0,4,79.2792792792793,"https://dps.report/yfsl-20231119-184659_matt
",DPS
Cardinal Adina CM,True,True,283,Zerumi.5120,Virtuoso,16001,23.354,99.227,89.417,97.096,90.064,0,16.899,0,0,0.705,250226,141.276214599609,1,6.25,3,92.1052631578947,"https://dps.report/009b-20231112-161408_adina
",DPS
Cardinal Adina CM,True,True,277,KingHenne.9837,Virtuoso,16002,23.196,99.049,97.146,97.103,93.958,0,11.904,0,0,0.623,220919,212.519012451172,0,0,1,88.4882108183079,"https://dps.report/zi9i-20231122-211448_adina
",DPS
Cardinal Adina CM,True,True,247,smile.7285,Virtuoso,16006,22.312,99.659,92.494,96.78,60.646,0,12.885,0,0,0,215854,222.704605102539,0,0,1,82.992125984252,"https://dps.report/Rjgi-20231119-162035_adina
",DPS
Cardinal Sabir CM,True,True,241,Expertus.5746,Herald,16009,24.799,99.222,99.562,98.987,75.133,9.938,40.946,95.459,5.73,27.204,182195,143.669219970703,0,0,2,70.3190013869626,"https://dps.report/hNtA-20231126-160520_sabir
",qDPS
Cardinal Sabir CM,True,True,241,Morg.8143,Mechanist,16011,23.596,99.871,97.278,97.804,79.974,0.732,0,0,0,0,211901,140.263458251953,0,0,1,81.0623556581986,"https://dps.report/CtTa-20231114-200308_sabir
",DPS
Dhuum,False,True,328,Taras.2159,Renegade,16014,23.541,98.965,91.641,77.692,83.395,1.123,10.561,0,5.173,0,130557,398.146392822266,0,0,0,81.9314641744548,"https://dps.report/f8w0-20231119-174054_dhuum
",DPS
Cardinal Adina,False,True,214,Nopiki.8352,Virtuoso,16018,23.151,98.994,95.352,96.232,75.777,0,13.364,0,0,0,156572,158.708435058594,0,0,0,90.077519379845,"https://dps.report/p33N-20231203-161555_adina
",DPS
Twin Largos CM,True,False,112,Hea.8675,Virtuoso,16029,22.743,93.756,94.492,91.36,94.154,0,11.867,0,0,1.255,89650,378.546936035156,0,44.99,1,96.5217391304348,"https://dps.report/rr8R-20231108-200518_twins
",DPS
Dhuum CM,True,True,384,Arikashin.2675,Virtuoso,16039,20.077,95.479,84.663,44.992,70.067,0,12.552,0,0,0,191583,372.438690185547,1,0,2,81.6502463054187,"https://dps.report/ZNAh-20231205-211549_dhuum
",DPS
Qadim CM,True,False,100,Thomas.4208,Herald,16049,24.996,99.982,99.982,52.239,35.149,4.951,7.404,61.281,0,2.532,32894,481.701049804687,1,42.98,4,38,"https://dps.report/o46X-20231206-205306_qadim
",qDPS
Cardinal Adina,False,True,214,MonTheR.2460,Chronomancer,16051,22.875,96.459,90.19,95.394,65.205,0.017,19.834,0,0,0,160652,130.31120300293,0,0,0,94.6882217090069,"https://dps.report/p33N-20231203-161555_adina
",DPS
Qadim the Peerless,False,False,103,Montgomery.1624,Scourge,16055,8.84,73.536,65.855,76.754,,0.962,0,0,0,0,87031,1254.28796386719,1,15.99,5,2.8169014084507,"https://dps.report/l7kQ-20231203-162203_qpeer
",DPS
Dhuum,False,True,386,MORTthroughLIFE.9284,Virtuoso,16058,19.308,96.077,72.076,84.634,69.018,0,11.677,0,0,0.129,214863,399.798156738281,0,0,0,92.2209695603157,"https://dps.report/8Jvf-20231129-200510_dhuum
",DPS
Keep Construct CM,True,True,333,Thomas.4208,Herald,16100,24.384,96.66,99.916,91.005,95.347,6.546,9.401,80.113,0.072,16.586,200679,300.668304443359,0,0,1,77.9661016949153,"https://dps.report/QGjg-20231204-200612_kc
",qDPS
Qadim CM,True,True,404,Styx.3278,Reaper,16111,22.471,99.959,95.914,93.82,48.424,0.092,0,0,0,2.33,196200,460.627685546875,1,0,2,90.3147699757869,"https://dps.report/xWOi-20231205-204937_qadim
",DPS
Slothasor,False,True,150,smile.7285,Chronomancer,16121,20.055,88.398,85.225,91.833,85.96,4.019,32.971,73.28,0,0,162129,78.1427154541016,2,22.12,1,74.8427672955975,"https://dps.report/SCk3-20231126-184049_sloth
",qDPS
Vale Guardian,False,True,167,faight.3264,Chronomancer,16143,23.9,98.778,93.399,97.893,98.878,2.53,32.791,80.845,0,0,173982,166.313873291016,0,0,0,90.3973509933775,"https://dps.report/zjNT-20231120-201055_vg
",qDPS
Cardinal Sabir CM,True,True,249,AlnSedai.2793,Virtuoso,16210,22.663,99.547,95.162,97.205,92.106,0.258,17.273,0,0,0.602,207197,167.602981567383,1,0,3,84.3490304709141,"https://dps.report/ldhw-20231122-210915_sabir
",DPS
Samarog CM,True,True,395,GoGo.8725,Virtuoso,16212,23.466,99.615,97.956,82.622,79.449,0,21.689,0,0,0,320855,215.441482543945,1,180.34,1,80.1117318435754,"https://dps.report/Zbh7-20231121-223908_sam
",DPS
Xera,False,True,286,Hotsy.3850,Soulbeast,16212,14.969,82.414,59.63,76.195,65.689,0,0,0,0,0,96391,574.450805664063,0,0,14,100,"https://dps.report/Z5oY-20231112-182625_xera
",DPS
Qadim,False,True,390,MrCamonkill.6419,Reaper,16214,18.833,95.072,94.306,88.504,30.837,0.014,0,0,0,0,264634,535.617492675781,1,0,3,79.1423001949318,"https://dps.report/dIvu-20231203-165415_qadim
",DPS
Qadim the Peerless CM,True,False,307,Hea.8675,Scourge,16216,16.384,94.114,76.259,70.498,43.962,0.415,0,0,0,0.183,224170,687.140075683594,0,0.1,26,100,"https://dps.report/ETCo-20231115-193611_qpeer
",DPS
Xera,False,True,281,Keesh.5960,Chronomancer,16230,16.567,71.43,59.61,71.511,72.115,2.516,28.055,41.933,0,0,69978,561.970825195313,0,0,10,100,"https://dps.report/J4bk-20231031-221049_xera
",qDPS
Mursaat Overseer CM,True,True,125,hurricanelimcy.6793,Mechanist,16232,23.806,99.28,97.615,97.761,75.606,15.744,36.628,0,85.438,26.106,92834,159.878158569336,0,0,4,71.5481171548117,"https://dps.report/ZSWF-20231106-202404_mo
",aDPS
Slothasor,False,True,150,Zerumi.5120,Virtuoso,16239,20.094,91.398,87.791,77.08,66.82,0,30.508,0,0,0,152973,105.566764831543,2,0,17,84.6858638743455,"https://dps.report/SCk3-20231126-184049_sloth
",DPS
Cardinal Adina CM,True,True,247,Expertus.5746,Herald,16255,23.93,97.107,99.227,98.064,96.348,8.651,30.619,90.554,4.539,14.938,150228,157.198989868164,0,0,0,99.7536945812808,"https://dps.report/Rjgi-20231119-162035_adina
",qDPS
Slothasor,False,True,142,Bates.2407,Daredevil,16277,20.634,96.217,84.828,82.653,63.411,0,18.119,0,0,3.606,139227,92.8879470825195,2,0,28,91.1255411255411,"https://dps.report/2F8S-20231112-183109_sloth
",DPS
Qadim CM,True,False,153,Zerumi.5120,Virtuoso,16282,24.026,99.941,99.941,99.941,96.391,0,17.898,0,0,0,135869,535.35595703125,1,21.98,1,100,"https://dps.report/LFxL-20231119-170326_qadim
",DPS
Matthias Gabrel,False,True,165,Bates.2407,Daredevil,16287,21.546,98.874,98.261,92.799,97.738,0.423,13.303,0,0,4.963,101706,214.075897216797,0,0,4,88.75,"https://dps.report/7usB-20231112-184324_matt
",DPS
Dhuum,False,False,176,MrCamonkill.6419,Scourge,16289,21.906,97.339,73.52,43.279,71.212,1.685,0,0,0,0,96864,324.81494140625,0,0,2,80.188679245283,"https://dps.report/t7gu-20231112-172448_dhuum
",DPS
Samarog,False,True,279,Expertus.5746,Herald,16330,24.248,99.677,99.851,98.976,73.878,10.39,40.945,95.702,10.027,42.129,100214,113.713470458984,0,0,0,99.252801992528,"https://dps.report/3r2M-20231203-174053_sam
",qDPS
Qadim,False,True,379,SwyDie.5693,Scourge,16355,23.126,99.015,95.945,99.316,84.657,2.289,0,0,0,7.874,146409,653.218688964844,0,0,20,100,"https://dps.report/TEEl-20231119-171020_qadim
",DPS
Twin Largos CM,True,True,276,MORTthroughLIFE.9284,Virtuoso,16364,23.087,99.576,87.651,96.901,91.708,0,10.186,0,0,0.024,253863,1493.7578125,0,0,11,63.9160839160839,"https://dps.report/ymg5-20231206-204826_twins
",DPS
Cardinal Sabir CM,True,True,241,Montgomery.1624,Scourge,16374,23.391,99.347,86.662,99.139,82.419,5.409,0,0,0,0,204384,165.126419067383,0,0,7,81.9066147859922,"https://dps.report/h1fW-20231203-161041_sabir
",DPS
Slothasor,False,True,137,MORTthroughLIFE.9284,Virtuoso,16381,22.858,98.496,83.118,98.005,96.635,0,14.016,0,0,0.363,115301,164.515914916992,1,0,8,89.6946564885496,"https://dps.report/lvbt-20231120-203351_sloth
",DPS
Qadim CM,True,False,103,KingHenne.9837,Virtuoso,16402,22.603,99.917,90.422,99.917,91.58,0,6.963,0,0,0,55175,420.679901123047,0,34.02,1,90.1639344262295,"https://dps.report/MxKk-20231115-203419_qadim
",DPS
Twin Largos CM,True,True,300,SwyDie.5693,Scourge,16419,24.481,98.748,98.438,92.123,96.812,2.509,0,0,0,0.239,296452,1566.77368164063,0,0,4,99.2481203007519,"https://dps.report/qqCx-20231122-224114_twins
",DPS
Dhuum,False,True,376,SwyDie.5693,Scourge,16420,22.023,96.622,95.811,84.777,68.424,1.08,0,0,0,0,192194,350.00048828125,1,0,3,90.6574394463668,"https://dps.report/cS0L-20231122-222518_dhuum
",DPS
Twin Largos CM,True,True,269,GoGo.8725,Scourge,16423,24.355,99.529,98.966,90.704,82.939,5.318,0,0.751,0.293,0.464,209955,1536.88061523438,0,0,7,93.3333333333333,"https://dps.report/wSSp-20231205-203258_twins
",DPS
Cardinal Sabir CM,True,True,249,Sashyca.8172,Scourge,16437,24.37,99.577,73.859,98.993,99.077,1.716,0,0,0,0,236986,123.534255981445,0,0,3,80.4651162790698,"https://dps.report/ldhw-20231122-210915_sabir
",DPS
Slothasor,False,True,137,faight.3264,Chronomancer,16443,17.91,92.143,85.396,92.114,92.088,5.041,17.97,69.443,0,0.249,96251,228.671524047852,0,0,1,85.0325379609544,"https://dps.report/lvbt-20231120-203351_sloth
",qDPS
Samarog CM,True,True,345,Keesh.5960,Chronomancer,16449,19.745,99.817,96.899,90.783,57.034,0.153,23.709,71.954,0,0,244150,183.037475585938,1,0,0,77.7638190954774,"https://dps.report/kLBj-20231031-213847_sam
",qDPS
Qadim the Peerless CM,True,True,334,DARKstrider.3729,Deadeye,16455,20.108,99.428,67.148,71.141,91.54,0,7.342,0.387,0,0,146438,740.918395996094,0,0,0,100,"https://dps.report/VsnY-20231126-162558_qpeer
",DPS
Qadim the Peerless CM,True,True,321,Styx.3278,Deadeye,16466,20.094,99.39,69.869,60.989,89.083,0,4.492,0.389,0,0,176362,658.603149414062,1,0,1,81.875,"https://dps.report/ZWvt-20231031-201905_qpeer
",DPS
Dhuum CM,True,False,244,Irda.4105,Herald,16496,22.18,96.257,87.902,58.874,90.422,6.252,22.013,59.391,2.523,10.798,221188,435.088287353516,1,122.03,0,71.7821782178218,"https://dps.report/tixR-20231121-221210_dhuum
",qDPS
Qadim CM,True,False,113,MrCamonkill.6419,Scourge,16496,23.582,99.927,99.927,99.926,76.674,3.921,0,0,0.775,0,129498,481.913330078125,1,33.01,7,59.1836734693878,"https://dps.report/tehP-20231119-165052_qadim
",DPS
Twin Largos CM,True,True,341,Pelda.1896,Soulbeast,16496,23.098,96.766,93.083,94.234,89.075,0,0,0,0,1.729,325879,842.934997558594,1,0,12,71.3333333333333,"https://dps.report/hPpR-20231121-213851_twins
",DPS
Twin Largos CM,True,True,300,AlnSedai.2793,Mirage,16496,21.396,99.171,63.338,99.264,96.502,0,13.228,0,0,0.389,351957,1555.92578125,0,0,15,71.259842519685,"https://dps.report/qqCx-20231122-224114_twins
",DPS
