player,role_simp,dps_mean,quick_out_mean,alac_out_mean,boon_out_mean,score,score_boon
LeoLightsol.6905,dps,-0.22031378089922593,-0.19063530137724502,-0.23792935611617821,1.8620091163983075,-11.003626140656268,-8.713052366764536
Lorker Prime.5842,heal,-0.8839784302938478,-0.14515789466752863,-0.05225985142750734,-0.11067076469589684,-6.505982766868558,-4.42405521328922
MORTthroughLIFE.9284,dps,-0.10273441319092375,-0.18561158420419166,-0.17187966248266304,-0.10601884549126461,-5.288743079851194,-5.037270678655604
Madspike.4803,dps,0.3497109465818348,-0.4274954900121703,-0.4170996468231506,-1.2571417877436506,15.94153029909275,15.52898364818442
MonTheR.2460,dps,-0.15994946338380545,-0.0440157863400587,-0.1546653684722023,0.43227211958008144,-7.876255397234923,-7.24530212284258
MonTheR.2460,heal,2.1342932559393595,,-1.204479123175207,-0.9583350797173869,,-18.731455401338565
Montgomery.1624,dps,-0.11122914503508537,-0.020211545716056305,0.1741671274850143,-0.8004022206807195,-5.18504337991514,-6.139401182364818
Morg.8143,dps,0.21745114852441805,-0.18613434772915768,-0.22237508583608462,-1.0357808291795303,10.029145695606823,9.401874299992535
MrCamonkill.6419,dps,-0.2853164960122868,0.1934954569471596,0.2921707693316496,-0.6532775880494637,-13.209525582310958,-14.348469396639231
Nopiki.8352,dps,0.40617211235894074,-0.1954350053961808,-0.23679953272075357,-0.003290470839414472,19.06402685511222,19.49297092238974
Pelda.1896,dps,1.093710588078594,-0.18618836165847386,0.012036694298115965,-0.38434993583710453,52.32395656041216,52.113758291935405
Reeezzz.1802,dps,1.0298232789663175,-0.0953818274587794,-0.22256010773251853,-0.5342025983915124,49.11357545519194,48.89731479199173
Sakke.3096,dps,-1.5368552498920212,-0.1871172054622168,-0.09546867015217503,-0.6080617720648079,-74.0516378704314,-74.37711376688183
Sashyca.8172,boon_dps,-1.2120325059429493,-1.844658004604417,1.8766383054556555,-1.4467736487493457,-16.392809667879,-43.010380760689515
Sashyca.8172,dps,-1.132659250612028,0.6290241248089262,0.14389126966868337,-0.5929020777270654,-53.59472863489973,-54.96054610710441
Sashyca.8172,heal,0.3560078948802618,0.519257479156399,-0.2385016576761583,-0.693796997180281,7.450155505286298,-15.939112142566222
Sniperius.5623,boon_dps,1.4821243388959267,-1.1725935414609474,-0.5925716928224404,-1.2007984569164087,-11.02323347255801,-0.8646314799523864
Sniperius.5623,dps,1.3076615144497605,-0.01371900445659304,-0.06071225864026002,-0.6357090432753887,62.69332143049166,62.132043650313115
Sniperius.5623,heal,-0.6091215548690504,-0.20851441405707472,0.19091550506216,-0.08668630910250556,-1.6406169256160537,-3.298714528198234
Styx.3278,dps,0.4286703169900975,1.69702819797008,1.337247845157454,0.8845795594111407,23.610451258652212,21.46075477493582
SwyDie.5693,boon_dps,-1.8704705169323306,-1.3627745669848053,1.7356436325105937,0.5208244112372085,-19.47494405758843,-16.811747834782874
SwyDie.5693,dps,-0.420683297087031,0.08490186984909011,-0.10369474308104033,-0.8009291188381984,-20.21159113340944,-20.993727379015688
SwyDie.5693,heal,0.7362764079155566,0.031019540487181797,0.5449290421647603,0.270183804213444,15.295318799477725,7.9569641169537695
Taras.2159,boon_dps,1.6773271573475395,-3.2622318939197132,3.822995188096852,-3.0967167752868097,33.57631949805405,-32.25832175229702
Taras.2159,dps,-0.12311846781391797,-0.18992609437079677,3.2144115099483903,0.4077898618572071,-2.885201039490469,-5.501896593210855
Tarasicodissa.7084,boon_dps,-1.5248557478971834,-1.5172381173482177,1.2654564640276371,-1.4483909976297498,-25.880050230331022,-47.41901842789606
Tarasicodissa.7084,dps,-0.28065109820106615,-0.15700771510027384,-0.05141572379426711,-0.45989949594418184,-13.679676152545717,-13.931152209595357
Tarasicodissa.7084,heal,0.8285151265677221,-0.48739168859556825,-0.6532811880538208,-0.8845210971858387,-25.719118786449897,-19.571476079324682
Thomas.4208,boon_dps,0.0716267466714555,0.4234411889399675,-0.24132301399218442,-0.14943643870917142,4.280901602460473,-1.6870814433647086
Thomas.4208,dps,-0.3773831421623461,-0.1473302860461126,-0.14576109826090466,-0.6329041341279094,-18.40748220809963,-18.74729495792052
Tiki.8579,dps,-0.6839998389639527,-0.17218485950288276,-0.18961617794379823,0.5866681899554201,-33.19379330771641,-32.24532408031431
WipZedKay.5316,boon_dps,-0.7804261113001448,-1.5775909929180025,1.5879962373003071,-1.0901268748715813,-10.738671159320546,-30.548249305890494
WipZedKay.5316,heal,0.8912783838664212,-0.18082534066855235,-0.1346136365926335,-0.3111199716701629,-5.787978686535618,-5.684322552351068
YULookAtMe.6859,dps,-2.013082938289059,-0.40234379450952984,-0.5088040678077792,1.2267200606108999,-97.53912890019214,-95.40126097726393
Zerumi.5120,dps,0.43329683624417725,-0.18612159386658997,-0.20616983659567006,0.9698129992072787,20.405956709258245,21.768061138927784
Zerumi.5120,heal,0.11878836618367938,-0.312019598701582,-0.8394030176013793,-1.074842948468422,-27.396566058903712,-25.55865403087477
faight.3264,boon_dps,-0.1979393338307309,-0.2886230890267106,-0.49579454081487884,-0.26563564327156997,-16.890668010778843,-7.552592252518492
faight.3264,heal,-0.8251506735879861,3.200658004364519,-2.1532406977213796,0.794738595384559,23.487714012259374,17.423424942053444
hurricanelimcy.6793,boon_dps,-0.6953305458535536,-1.1091875575780543,1.363892303597071,0.6334640198964369,-5.149942213607449,1.6677247161861128
hurricanelimcy.6793,heal,-1.0245577681500397,-0.03585664609339512,0.6988141888879659,0.5645600829167777,13.86186549076962,11.500326453702588
mhnx.3678,dps,0.663902365083401,-0.1844086619987989,-0.19371154742996324,0.3970681536465056,31.489193314574482,32.26438167764975
randburst.2187,dps,0.22256219864977567,-0.15949305306666933,-0.21370314966360082,-0.5843969183856924,10.309789332458962,10.09858861680354
seb.2804,heal,-0.7011947279632871,-0.21876242028762694,0.2637160947788477,1.0213735222087872,-0.3235012681372753,23.11057507708432
sid.9435,boon_dps,-0.22136667230815577,0.3848093651648183,-0.48776351239830473,0.03208920199184164,-4.952308062516936,-2.5215277764610313
smile.7285,boon_dps,0.6515967639696484,-0.09785634127198165,-0.6459173985563672,-0.2320183090184392,-4.265572621335202,4.946025133243173
smile.7285,dps,0.41492962085987484,-0.1819852765854357,-0.20241461534010988,0.25516324145807195,19.532221909348443,20.17178504273206
ups.9017,dps,1.1174364745856211,-0.24386779414965398,-0.1174078332659513,0.13946333969281477,53.27567515269421,53.77641411980263
yelle.7165,dps,0.5480241026893004,-0.17593510774662116,-0.20809944290912874,0.956074809983683,25.921122378430667,27.261231739070098
