,encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,cleanses,above90%,boon_out,primary role,secondary_role
9,Qadim CM,True,False,63.0,DARKstrider.3729,Deadeye,0,1.839,62.45,8.291,,67.781,0.0,0.0,0.0,0.0,0.0,19032,2510.1357421875,0,0,100.0,0.0,heal,
0,Qadim CM,True,False,81.0,Sashyca.8172,Scourge,375,16.797,14.784,7.383,99.929,90.156,5.111,0.0,0.0,16.41,25.245,85902,823.1012573242188,0,0,100.0,6819.549999999999,heal,
1,Qadim CM,True,False,81.0,Hea.8675,Reaper,6,11.519,92.551,72.409,15.123,12.932,0.338,0.0,0.0,0.0,0.0,27459,636.7536010742188,1,0,0.0,16.900000000000002,dps,
2,Qadim CM,True,False,81.0,Montgomery.1624,Reaper,3,15.042,92.748,90.979,14.806,46.123,0.0,0.0,0.0,0.0,0.0,28136,569.3325805664062,0,0,0.0,0.0,boon dps,
3,Qadim CM,True,False,81.0,Zerumi.5120,Virtuoso,0,13.062,92.593,67.785,28.014,32.907,0.0,21.358,0.0,0.0,0.0,29809,637.2503662109375,0,2,0.0,1067.9,dps,
4,Qadim CM,True,False,81.0,Expertus.5746,Chronomancer,2,10.415,92.343,54.652,25.445,9.018,0.105,15.267,27.345,0.0,0.0,137026,528.6849365234375,2,0,0.0,11706.6,dps,
5,Qadim CM,True,False,81.0,Reeezzz.1802,Dragonhunter,0,15.483,84.521,80.75,9.559,,0.028,0.0,0.0,0.0,0.0,55540,2037.1397705078125,1,0,0.0,1.4000000000000001,boon dps,
6,Qadim CM,True,False,81.0,Sakke.3096,Daredevil,0,0.298,68.565,25.289,4.859,16.535,0.0,6.25,0.0,0.0,0.0,8170,1906.524658203125,0,0,0.0,312.5,dps,
7,Qadim CM,True,False,81.0,DARKstrider.9245,Scourge,27,9.441,63.52,,79.417,42.592,0.0,0.0,0.0,0.0,0.0,31903,2127.373779296875,0,0,100.0,0.0,dps,
8,Qadim CM,True,False,81.0,smile.7285,Chronomancer,0,8.255,60.288,66.69,27.172,20.574,2.024,11.012,18.926,0.0,0.0,42012,708.3696899414062,0,1,0.0,8222.199999999999,dps,
9,Qadim CM,True,False,81.0,DARKstrider.3729,Daredevil,1,0.274,91.081,14.981,3.421,24.057,0.0,6.803,0.0,0.0,0.0,22910,975.2703247070312,0,0,0.0,340.15,heal,
0,Qadim CM,True,False,178.0,Sashyca.8172,Scourge,1401,18.547,51.296,49.457,99.968,60.434,7.743,0.0,0.0,50.095,30.82,138030,975.5458374023438,1,18,98.71244635193133,20425.149999999998,heal,
1,Qadim CM,True,False,178.0,Hea.8675,Reaper,5989,18.889,95.869,95.432,64.255,42.634,0.499,0.0,0.0,0.0,0.0,101046,586.9735717773438,1,0,100.0,24.95,dps,
2,Qadim CM,True,False,178.0,Montgomery.1624,Reaper,3247,19.263,92.855,91.114,59.898,21.133,0.0,0.0,0.0,0.0,0.0,166265,704.9981689453125,2,5,68.57142857142857,0.0,boon dps,
3,Qadim CM,True,False,178.0,Zerumi.5120,Virtuoso,4870,18.821,95.869,92.062,61.407,31.672,0.0,23.053,0.0,0.0,0.0,143914,601.6839599609375,1,0,97.03389830508475,1152.65,dps,
4,Qadim CM,True,False,178.0,Expertus.5746,Chronomancer,4220,15.941,96.144,95.738,63.653,35.664,3.017,33.63,57.525,0.0,0.0,155605,468.4295349121094,1,3,78.31858407079646,24842.35,dps,
5,Qadim CM,True,False,178.0,Reeezzz.1802,Dragonhunter,4996,16.591,95.798,84.564,56.414,35.724,0.049,0.0,0.0,0.0,0.0,120949,702.9845581054688,1,1,95.18072289156626,2.45,boon dps,
6,Qadim CM,True,False,178.0,Sakke.3096,Daredevil,4327,8.672,81.749,40.758,47.129,30.427,0.0,8.371,0.0,0.0,0.0,64980,922.4102172851562,1,0,71.71052631578948,418.55,dps,
7,Qadim CM,True,False,178.0,DARKstrider.9245,Scourge,2627,11.221,82.462,41.063,83.345,74.242,4.844,0.0,0.0,28.305,26.059,78376,1983.187255859375,0,19,100.0,11564.199999999999,dps,
8,Qadim CM,True,False,178.0,smile.7285,Chronomancer,3573,14.053,92.316,94.656,59.328,45.149,1.894,20.897,41.591,0.0,0.0,111458,577.4454345703125,1,5,95.42857142857143,17775.95,dps,
9,Qadim CM,True,False,178.0,DARKstrider.3729,Daredevil,4810,6.748,85.093,35.657,41.75,34.798,0.0,15.34,0.0,0.0,0.0,58777,944.8687133789062,1,22,89.70588235294117,767.0,heal,
0,Twin Largos CM,True,True,268.0,Hea.8675,Scourge,4970,22.449,99.39,99.25,99.044,46.03,6.069,0.0,0.482,0.0,0.536,244186,1431.4404296875,0,36,63.45177664974619,496.25000000000006,heal,
1,Twin Largos CM,True,True,268.0,Expertus.5746,Chronomancer,3127,23.172,98.034,99.09,98.648,24.016,2.836,37.592,93.962,0.0,0.0,282576,1487.174072265625,0,1,36.8,39606.200000000004,dps,
2,Twin Largos CM,True,True,268.0,Sashyca.8172,Scourge,944,23.253,90.229,99.09,99.27,53.092,6.88,0.0,0.0,77.806,29.644,251153,1494.9169921875,0,58,83.88625592417061,31466.399999999998,boon dps,
3,Twin Largos CM,True,True,268.0,Montgomery.1624,Scourge,3715,22.224,98.01,95.307,82.405,40.266,4.02,0.0,0.529,0.321,0.0,285096,1525.3984375,1,20,58.638743455497384,540.9999999999999,dps,
4,Twin Largos CM,True,True,268.0,Zerumi.5120,Virtuoso,4460,24.094,98.655,99.09,96.232,40.788,0.0,28.111,0.0,0.0,0.0,243128,1496.9581298828125,1,12,74.27652733118971,1405.55,dps,
5,Twin Largos CM,True,True,268.0,DARKstrider.9245,Scourge,5261,22.539,99.196,92.374,96.177,95.768,10.777,0.0,1.556,81.345,89.0,259639,1483.6903076171875,0,45,70.37037037037037,33699.25,boon dps,
6,Twin Largos CM,True,True,268.0,smile.7285,Chronomancer,9291,23.607,99.344,99.25,99.044,96.947,2.97,24.947,92.719,0.0,0.0,346732,1467.6217041015625,0,1,45.141065830721004,38483.45,dps,
7,Twin Largos CM,True,True,268.0,Sakke.3096,Scourge,8863,22.179,99.344,99.25,91.22,88.0,5.062,0.0,0.0,0.642,0.0,273892,1471.351318359375,0,6,62.11180124223603,509.90000000000003,dps,
8,Twin Largos CM,True,True,268.0,Reeezzz.1802,Virtuoso,12693,23.302,98.763,98.823,98.929,85.452,0.0,14.732,0.0,0.0,0.0,332494,1449.3367919921875,1,0,58.77616747181965,736.5999999999999,dps,
9,Twin Largos CM,True,True,268.0,DARKstrider.3729,Daredevil,11568,22.791,98.537,98.397,98.668,91.667,0.899,29.276,0.0,0.0,1.517,188371,1490.032470703125,0,6,80.32454361054766,1508.75,heal,
0,Conjured Amalgamate CM,True,True,168.0,Hea.8675,Spellbreaker,24420,18.111,98.326,95.713,99.657,88.106,1.459,0.0,0.0,0.0,0.0,56576,85.28994750976562,0,0,86.44859813084112,72.95,heal,
1,Conjured Amalgamate CM,True,True,168.0,Sashyca.8172,Scourge,1677,17.724,94.971,70.355,99.948,64.358,8.955,0.0,0.0,78.081,69.037,12464,190.3908233642578,1,8,100.0,31680.15,dps,
2,Conjured Amalgamate CM,True,True,168.0,Montgomery.1624,Reaper,26674,23.789,97.728,98.065,94.451,79.335,0.0,0.0,0.0,0.0,0.0,103261,90.51525115966797,0,0,96.88473520249221,0.0,boon dps,
3,Conjured Amalgamate CM,True,True,168.0,Zerumi.5120,Chronomancer,23769,21.491,97.728,94.634,100.0,67.493,0.067,32.47,0.0,0.0,0.0,85365,101.7769775390625,1,4,65.47231270358306,1626.85,dps,
4,Conjured Amalgamate CM,True,True,168.0,Expertus.5746,Chronomancer,21894,21.482,97.728,94.634,100.0,72.212,4.606,49.261,73.067,0.0,0.0,95859,87.98375701904297,1,0,70.46783625730994,31920.149999999994,dps,
5,Conjured Amalgamate CM,True,True,168.0,Sakke.3096,Reaper,25063,22.188,92.319,98.128,99.484,88.383,0.0,0.0,0.0,0.0,0.0,64143,68.48072814941406,0,0,93.79084967320262,0.0,boon dps,
6,Conjured Amalgamate CM,True,True,168.0,Reeezzz.1802,Berserker,28700,19.156,98.795,98.728,99.722,99.181,0.0,0.0,0.0,0.0,0.0,59354,93.40850830078125,0,2,95.33898305084746,0.0,dps,
7,Conjured Amalgamate CM,True,True,168.0,DARKstrider.9245,Scourge,3904,16.155,99.79,63.726,99.722,99.182,9.208,0.0,0.0,84.485,84.136,38661,196.40023803710938,0,6,94.16058394160584,34254.4,dps,
8,Conjured Amalgamate CM,True,True,168.0,smile.7285,Chronomancer,21010,19.243,98.795,95.344,99.722,84.557,4.05,35.666,66.226,0.0,0.0,76133,80.72572326660156,1,0,81.16883116883118,28476.2,dps,
9,Conjured Amalgamate CM,True,True,168.0,DARKstrider.3729,Daredevil,21112,17.418,98.795,88.698,99.722,93.889,0.0,30.221,0.0,0.0,0.0,29508,110.47858428955078,0,5,95.96412556053812,1511.05,heal,
10,Conjured Amalgamate CM,True,True,168.0,Conjured Sword,NPC,18075,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,100.0,0.0,heal,
0,Qadim the Peerless CM,True,True,334.0,Sashyca.8172,Scourge,0,19.672,55.241,61.498,97.606,61.21,1.433,0.0,0.0,21.022,16.983,408584,636.3113403320312,1,33,0.0,8480.449999999999,heal,
1,Qadim the Peerless CM,True,True,334.0,Montgomery.1624,Scourge,1,10.173,91.944,87.018,78.169,20.43,0.23,0.0,0.0,0.0,0.0,136084,1094.0521240234375,1,2,100.0,11.5,dps,
2,Qadim the Peerless CM,True,True,334.0,Hea.8675,Scourge,1,17.138,77.91,63.179,52.007,43.045,1.821,0.0,0.0,0.0,0.0,82226,420.39483642578125,0,4,100.0,91.05,boon dps,
3,Qadim the Peerless CM,True,True,334.0,Zerumi.5120,Virtuoso,1,18.257,99.019,74.154,61.701,39.52,0.0,9.086,0.0,0.0,0.0,220539,357.4513854980469,1,2,100.0,454.3,dps,
4,Qadim the Peerless CM,True,True,334.0,Expertus.5746,Herald,1,24.27,99.72,99.485,97.235,94.847,6.074,29.531,46.23,4.969,18.236,44080,882.9930419921875,1,4,60.0,22259.85,dps,
5,Qadim the Peerless CM,True,True,334.0,DARKstrider.9245,Scourge,0,13.311,95.899,71.298,95.499,26.838,3.969,0.0,0.0,43.125,32.386,216233,591.42041015625,0,72,0.0,17448.45,boon dps,
6,Qadim the Peerless CM,True,True,334.0,Sakke.3096,Scourge,0,15.76,97.906,62.381,70.44,47.234,2.419,0.0,0.0,0.0,0.0,203070,364.5999755859375,2,12,0.0,120.95,dps,
7,Qadim the Peerless CM,True,True,334.0,DARKstrider.3729,Deadeye,0,20.108,99.428,67.148,71.141,91.54,0.0,7.342,0.387,0.0,0.0,146438,740.9183959960938,0,0,100.0,521.9,dps,
8,Qadim the Peerless CM,True,True,334.0,smile.7285,Chronomancer,0,17.12,99.102,87.267,88.509,58.431,0.661,14.237,34.905,0.0,0.0,215554,319.93096923828125,1,1,0.0,14706.900000000001,dps,
9,Qadim the Peerless CM,True,True,334.0,Reeezzz.1802,Virtuoso,0,21.472,99.102,81.711,96.189,71.329,0.0,15.191,0.0,0.0,0.0,103625,227.65298461914062,0,5,100.0,759.5500000000001,heal,
0,Qadim the Peerless CM,True,False,323.0,Sashyca.8172,Scourge,0,20.646,74.148,88.323,97.141,39.948,0.763,0.0,0.0,15.792,3.842,152352,1051.6956787109375,1,11,0.0,6354.95,heal,
1,Qadim the Peerless CM,True,False,323.0,Montgomery.1624,Scourge,0,11.56,89.089,85.016,68.379,23.938,0.746,0.0,0.0,0.0,0.0,254329,782.2882080078125,1,4,0.0,37.3,dps,
2,Qadim the Peerless CM,True,False,323.0,Hea.8675,Scourge,0,20.076,98.712,95.864,56.284,44.815,2.053,0.0,0.0,0.0,0.0,136462,339.1727294921875,0,29,0.0,102.64999999999999,boon dps,
3,Qadim the Peerless CM,True,False,323.0,Zerumi.5120,Virtuoso,0,20.633,99.583,88.778,57.068,39.066,0.0,9.838,0.0,0.0,0.0,159602,383.2729187011719,0,1,0.0,491.9,dps,
4,Qadim the Peerless CM,True,False,323.0,Expertus.5746,Herald,0,24.361,99.587,99.286,69.093,76.396,8.811,40.038,68.712,5.114,26.062,74458,342.3807067871094,0,1,0.0,31972.850000000006,dps,
5,Qadim the Peerless CM,True,False,323.0,DARKstrider.9245,Scourge,0,14.152,88.022,66.356,80.439,33.676,2.526,0.0,0.0,31.217,23.753,225969,821.3085327148438,1,46,0.0,12613.1,boon dps,
6,Qadim the Peerless CM,True,False,323.0,Sakke.3096,Scourge,0,17.923,97.983,79.624,61.402,43.058,1.716,0.0,0.0,0.0,0.0,189484,381.447021484375,1,8,0.0,85.8,dps,
7,Qadim the Peerless CM,True,False,323.0,DARKstrider.3729,Deadeye,0,17.63,99.488,52.433,56.605,90.203,0.0,4.976,0.0,0.0,0.0,124209,823.332763671875,0,0,0.0,248.8,dps,
8,Qadim the Peerless CM,True,False,323.0,smile.7285,Chronomancer,0,15.008,90.22,84.022,73.712,46.353,0.844,12.718,24.372,0.0,0.0,169450,520.7816162109375,1,0,0.0,10426.900000000001,dps,
9,Qadim the Peerless CM,True,False,323.0,Reeezzz.1802,Virtuoso,0,21.075,97.336,97.519,93.962,57.361,0.0,8.939,0.0,0.0,0.0,3090,426.01361083984375,0,0,0.0,446.95,heal,
0,Cardinal Adina CM,True,True,246.0,Zerumi.5120,Virtuoso,12372,21.5,98.172,89.663,96.3,67.21,0.0,23.926,0.0,0.0,0.0,233838,136.38943481445312,1,0,89.86301369863014,1196.3,heal,
1,Cardinal Adina CM,True,True,246.0,Sashyca.8172,Scourge,2816,22.437,93.012,90.914,99.1,68.03,5.938,0.0,0.0,77.909,59.88,261978,260.43701171875,2,14,87.8623188405797,31460.5,dps,
2,Cardinal Adina CM,True,True,246.0,Montgomery.1624,Scourge,8475,21.651,97.214,91.733,94.494,83.354,3.147,0.0,0.0,0.0,0.0,136725,576.1383666992188,0,1,78.93175074183976,157.35,boon dps,
3,Cardinal Adina CM,True,True,246.0,Hea.8675,Reaper,14357,21.906,93.899,97.173,96.54,70.291,0.114,0.0,0.0,0.0,0.0,208285,141.30857849121094,1,3,82.58258258258259,5.7,dps,
4,Cardinal Adina CM,True,True,246.0,Expertus.5746,Herald,10416,22.562,99.126,97.637,96.54,77.409,9.197,50.055,83.83,7.964,12.726,168523,134.01730346679688,1,0,86.89320388349515,39680.2,dps,
5,Cardinal Adina CM,True,True,246.0,smile.7285,Chronomancer,10604,21.469,99.784,88.624,96.429,80.762,2.105,19.963,66.029,0.0,0.0,228737,123.10614013671875,1,1,89.14100486223663,27514.999999999996,boon dps,
6,Cardinal Adina CM,True,True,246.0,DARKstrider.9245,Scourge,6928,21.868,99.316,70.349,98.797,82.077,8.747,0.0,0.0,65.459,70.5,168262,163.9967498779297,1,11,78.63247863247864,26620.95,dps,
7,Cardinal Adina CM,True,True,246.0,Sakke.3096,Scourge,9282,21.493,99.783,77.353,87.483,80.439,5.154,0.0,0.0,0.0,0.0,235697,145.7843475341797,1,3,71.5909090909091,257.7,dps,
8,Cardinal Adina CM,True,True,246.0,DARKstrider.3729,Daredevil,12044,21.649,94.686,79.403,94.122,85.316,0.863,32.058,0.0,0.0,1.054,171166,137.65261840820312,1,8,89.6694214876033,1646.05,dps,
9,Cardinal Adina CM,True,True,246.0,Reeezzz.1802,Virtuoso,13360,22.04,98.928,74.069,94.624,80.932,0.0,13.989,0.0,0.0,0.0,206791,135.94467163085938,1,2,79.26267281105991,699.45,heal,
0,Cardinal Sabir CM,True,True,241.0,Hea.8675,Scourge,18243,24.779,99.108,99.562,99.769,61.152,3.201,0.0,0.0,0.0,0.0,214431,147.41053771972656,0,4,74.23780487804878,160.05,heal,
1,Cardinal Sabir CM,True,True,241.0,Sashyca.8172,Scourge,4005,24.763,92.472,99.562,99.769,68.53,4.436,0.0,0.0,77.367,29.418,205614,118.43074798583984,0,14,90.51948051948052,31168.600000000002,dps,
2,Cardinal Sabir CM,True,True,241.0,Montgomery.1624,Scourge,15929,24.268,99.469,99.562,98.546,51.595,4.04,0.0,0.0,0.0,0.0,185506,144.9774627685547,1,4,81.60919540229885,202.0,boon dps,
3,Cardinal Sabir CM,True,True,241.0,Zerumi.5120,Virtuoso,19561,24.632,99.222,99.562,98.546,54.739,0.0,25.166,0.0,0.0,0.0,216308,144.86949157714844,0,1,87.02439024390245,1258.3,dps,
4,Cardinal Sabir CM,True,True,241.0,Expertus.5746,Herald,14762,24.799,99.222,99.562,98.987,75.133,9.938,40.946,95.459,5.73,27.204,182195,143.66921997070312,0,2,70.31900138696255,43019.8,dps,
5,Cardinal Sabir CM,True,True,241.0,DARKstrider.9245,Scourge,8172,22.993,99.736,75.453,99.768,54.168,9.065,0.0,0.0,67.888,36.356,175605,153.13819885253906,0,22,76.64670658682634,27608.450000000004,boon dps,
6,Cardinal Sabir CM,True,True,241.0,Sakke.3096,Scourge,12283,22.424,99.421,76.104,99.768,49.013,5.825,0.0,0.0,0.0,0.0,217856,138.2066192626953,1,0,65.97014925373135,291.25,dps,
7,Cardinal Sabir CM,True,True,241.0,DARKstrider.3729,Daredevil,11137,20.688,99.421,68.884,78.545,52.498,0.0,15.74,0.0,0.0,0.0,175194,178.95993041992188,2,6,46.788990825688074,787.0,dps,
8,Cardinal Sabir CM,True,True,241.0,smile.7285,Chronomancer,11307,21.078,96.049,80.874,95.716,46.236,2.801,27.147,71.981,0.0,0.0,232948,216.37289428710938,1,1,63.027656477438136,30289.799999999996,dps,
9,Cardinal Sabir CM,True,True,241.0,Reeezzz.1802,Virtuoso,19215,22.956,99.421,78.066,99.769,70.023,0.0,20.506,0.0,0.0,0.0,201719,157.5155792236328,0,0,79.39189189189189,1025.3,heal,
0,Sabetha the Saboteur,False,True,216.0,Zerumi.5120,Virtuoso,20907,24.435,99.171,99.171,97.213,99.171,0.0,18.104,0.0,0.0,0.0,91858,141.60830688476562,0,22,94.61827284105131,905.1999999999999,heal,
1,Sabetha the Saboteur,False,True,216.0,Taras.2159,Reaper,19909,24.501,99.171,99.631,98.048,99.171,0.0,0.0,0.0,0.0,0.0,128990,91.56597137451172,0,1,100.0,0.0,dps,
2,Sabetha the Saboteur,False,True,216.0,MrCamonkill.6419,Scourge,20994,24.381,99.171,99.632,97.049,99.171,3.965,0.0,0.0,0.0,0.0,139680,125.22256469726562,0,36,98.40182648401826,198.25,boon dps,
3,Sabetha the Saboteur,False,True,216.0,Expertus.5746,Herald,19096,24.46,99.171,99.632,98.048,99.171,10.124,48.015,91.661,8.941,7.506,168008,121.58638763427734,0,3,93.18181818181819,43147.75,dps,
4,Sabetha the Saboteur,False,True,216.0,Lorker Prime.5842,Scourge,956,23.603,95.043,97.662,99.221,30.187,4.033,3.933,0.0,69.369,93.719,70366,534.5712280273438,0,67,92.15686274509804,28145.9,dps,
5,Sabetha the Saboteur,False,True,216.0,DARKstrider.4250,Herald,12161,24.348,98.655,97.492,98.049,96.258,8.642,30.544,93.555,3.129,7.946,146412,114.76980590820312,0,0,96.56716417910448,40632.90000000001,boon dps,
6,Sabetha the Saboteur,False,True,216.0,SwyDie.5693,Scourge,18138,24.359,98.654,98.294,97.771,96.462,4.255,0.0,0.0,0.0,0.0,147609,158.69764709472656,0,17,92.70462633451957,212.75,dps,
7,Sabetha the Saboteur,False,True,216.0,smile.7285,Virtuoso,23910,24.44,99.171,99.171,98.048,98.36,0.0,18.546,0.0,0.0,0.0,212692,115.89659118652344,0,21,93.82716049382717,927.3,dps,
8,Sabetha the Saboteur,False,True,216.0,Sashyca.8172,Scourge,5188,24.311,98.654,97.491,98.049,93.119,7.342,0.0,0.0,77.614,51.572,91677,146.47244262695312,0,20,100.0,31412.7,dps,
9,Sabetha the Saboteur,False,True,216.0,DARKstrider.3729,Daredevil,14750,23.376,99.244,97.26,96.756,94.413,0.0,17.778,0.0,0.0,0.0,152817,232.87936401367188,0,6,95.49248747913188,888.9,heal,
0,Gorseval the Multifarious,False,True,141.0,MrCamonkill.6419,Scourge,20235,24.542,99.459,99.982,99.767,88.081,5.117,0.0,0.0,0.0,0.0,77742,225.50694274902344,0,12,97.92387543252595,255.85,heal,
1,Gorseval the Multifarious,False,True,141.0,Taras.2159,Reaper,20451,24.769,99.285,99.915,99.767,88.079,0.0,0.0,0.0,0.0,6.382,51841,247.3412628173828,0,0,99.45054945054945,0.0,dps,
2,Gorseval the Multifarious,False,True,141.0,Zerumi.5120,Virtuoso,18361,24.488,99.22,99.178,98.423,88.352,0.0,22.407,0.0,0.0,0.0,111913,201.86447143554688,0,2,98.69848156182212,1120.35,boon dps,
3,Gorseval the Multifarious,False,True,141.0,Expertus.5746,Herald,18966,24.683,99.285,99.858,99.767,92.327,8.792,34.992,91.391,8.624,7.982,89912,277.97509765625,0,0,98.31460674157303,42195.2,dps,
4,Gorseval the Multifarious,False,True,141.0,Lorker Prime.5842,Scourge,1841,24.682,99.285,99.858,99.767,76.191,7.48,18.648,0.0,82.788,71.283,50601,318.0317687988281,0,15,97.3568281938326,34421.6,dps,
5,Gorseval the Multifarious,False,True,141.0,DARKstrider.4250,Herald,13746,24.464,99.425,97.982,98.463,97.415,9.152,41.891,97.423,6.492,8.146,75208,219.56524658203125,0,0,96.05911330049261,44118.15,boon dps,
6,Gorseval the Multifarious,False,True,141.0,SwyDie.5693,Scourge,15809,24.403,99.71,97.982,98.463,89.197,2.765,0.0,0.0,0.0,0.0,101395,280.6000671386719,0,2,94.52887537993921,138.25,dps,
7,Gorseval the Multifarious,False,True,141.0,smile.7285,Virtuoso,19472,24.529,99.425,97.982,99.262,97.415,0.0,19.752,0.0,0.0,0.0,117242,224.1124267578125,0,0,99.49748743718592,987.5999999999999,dps,
8,Gorseval the Multifarious,False,True,141.0,Sashyca.8172,Scourge,4446,24.321,99.425,97.982,99.539,97.415,9.73,0.0,0.0,74.658,84.179,45640,231.1648712158203,0,8,96.61016949152543,30349.7,dps,
9,Gorseval the Multifarious,False,True,141.0,DARKstrider.3729,Daredevil,18409,24.399,99.425,98.747,99.767,98.261,0.0,16.961,0.0,0.0,0.0,53677,229.11764526367188,0,1,100.0,848.05,heal,
0,Vale Guardian,False,True,158.0,Zerumi.5120,Virtuoso,15243,24.272,97.175,86.84,97.175,98.23,0.0,23.127,0.0,0.0,0.0,140036,233.30174255371094,0,7,84.02948402948402,1156.35,heal,
1,Vale Guardian,False,True,158.0,Taras.2159,Reaper,21241,24.211,97.27,99.138,97.85,98.306,0.0,0.0,0.0,0.0,2.836,151033,166.5010528564453,0,0,97.58308157099698,0.0,dps,
2,Vale Guardian,False,True,158.0,MrCamonkill.6419,Scourge,12339,24.163,97.27,90.609,97.27,98.306,4.254,0.0,0.0,0.0,0.0,159100,141.73690795898438,0,0,91.04477611940298,212.7,boon dps,
3,Vale Guardian,False,True,158.0,Expertus.5746,Herald,19320,24.306,97.404,90.733,97.269,98.306,7.894,35.953,81.016,3.424,8.413,147507,172.818603515625,0,0,83.01282051282051,35968.350000000006,dps,
4,Vale Guardian,False,True,158.0,Lorker Prime.5842,Scourge,1864,23.957,97.27,88.379,97.85,98.306,7.515,16.988,0.0,74.384,85.848,90577,180.2120361328125,0,15,88.77551020408163,30978.750000000004,dps,
5,Vale Guardian,False,True,158.0,DARKstrider.4250,Herald,12372,23.864,99.165,94.699,98.352,89.944,9.92,37.403,94.477,5.852,9.096,121116,132.06939697265625,0,1,95.37037037037037,42497.75,boon dps,
6,Vale Guardian,False,True,158.0,SwyDie.5693,Scourge,13961,22.917,99.165,94.698,96.627,75.359,1.817,0.0,0.0,0.0,0.0,182585,271.49267578125,1,1,72.8125,90.85,dps,
7,Vale Guardian,False,True,158.0,smile.7285,Chronomancer,18616,24.06,99.165,94.698,98.457,77.895,0.1,15.402,0.0,0.0,0.0,167659,167.62008666992188,1,2,85.93073593073593,775.0999999999999,dps,
8,Vale Guardian,False,True,158.0,Sashyca.8172,Scourge,3489,23.13,99.165,94.698,98.35,96.065,7.98,0.0,0.0,67.972,53.583,107112,210.01226806640625,0,4,82.6086956521739,27587.8,dps,
9,Vale Guardian,False,True,158.0,DARKstrider.3729,Daredevil,19168,23.924,99.164,94.698,98.351,85.97,0.0,22.757,0.0,0.0,0.0,126171,131.5143280029297,0,2,92.85714285714286,1137.8500000000001,heal,
0,Matthias Gabrel,False,True,154.0,Lorker Prime.5842,Scourge,2012,24.599,99.572,95.843,99.698,98.368,6.562,17.274,0.0,78.215,88.368,74532,195.8148956298828,0,74,100.0,32477.800000000003,heal,
1,Matthias Gabrel,False,True,154.0,Zerumi.5120,Virtuoso,23210,23.499,95.338,92.54,97.01,94.622,0.0,18.842,0.0,0.0,0.0,126211,204.08299255371094,0,9,90.55851063829788,942.0999999999999,dps,
2,Matthias Gabrel,False,True,154.0,MrCamonkill.6419,Scourge,18726,24.021,99.572,95.843,99.698,96.972,3.348,0.0,0.0,1.114,0.0,130926,218.2497100830078,0,25,87.74193548387096,613.0000000000001,boon dps,
3,Matthias Gabrel,False,True,154.0,Taras.2159,Reaper,22891,24.527,99.572,95.843,99.697,98.368,0.0,0.0,0.0,0.0,0.0,116320,145.9091796875,0,0,96.05026929982047,0.0,dps,
4,Matthias Gabrel,False,True,154.0,Expertus.5746,Herald,19497,24.585,99.572,95.843,99.719,98.368,8.037,39.761,81.869,5.271,8.139,136162,162.7311248779297,0,0,82.00836820083683,37245.9,dps,
5,Matthias Gabrel,False,True,154.0,DARKstrider.3729,Daredevil,15989,22.402,96.534,95.14,96.027,93.024,0.713,18.468,0.0,0.0,13.966,112915,194.0614013671875,0,4,79.27927927927928,959.0500000000001,boon dps,
6,Matthias Gabrel,False,True,154.0,SwyDie.5693,Scourge,20843,23.789,99.871,94.3,97.004,85.644,1.873,0.0,0.0,0.654,0.0,129619,261.131591796875,0,34,60.66066066066066,355.25,dps,
7,Matthias Gabrel,False,True,154.0,DARKstrider.4250,Herald,10127,24.232,99.536,98.86,97.004,88.181,8.817,33.77,94.424,6.339,7.587,132908,219.2681884765625,2,5,77.15736040609137,42434.55,dps,
8,Matthias Gabrel,False,True,154.0,Sashyca.8172,Scourge,10284,24.291,99.536,98.86,99.072,95.683,7.157,0.0,0.0,61.281,43.91,87803,233.49122619628906,0,16,89.53488372093024,24870.25,dps,
9,Matthias Gabrel,False,True,154.0,smile.7285,Virtuoso,24053,24.247,99.536,98.86,97.004,93.116,0.0,17.852,0.0,0.0,0.0,132253,203.6145477294922,0,13,80.58887677208288,892.6,heal,
0,Slothasor,False,True,187.0,Lorker Prime.5842,Scourge,1598,20.761,83.734,85.986,86.914,84.706,5.489,30.609,0.802,64.021,74.226,163990,142.8334197998047,0,113,94.8509485094851,27734.100000000002,heal,
1,Slothasor,False,True,187.0,Taras.2159,Reaper,5365,21.07,74.64,97.319,74.99,75.728,0.0,0.0,0.0,0.0,0.526,159152,439.10968017578125,1,0,59.27835051546392,0.0,dps,
2,Slothasor,False,True,187.0,MrCamonkill.6419,Scourge,18112,23.192,94.543,99.792,88.303,92.982,4.306,0.0,0.461,0.461,0.0,234152,123.9531478881836,0,58,81.35964912280701,584.1,boon dps,
3,Slothasor,False,True,187.0,Expertus.5746,Herald,15605,20.73,89.169,82.577,84.874,82.692,6.971,18.731,72.606,5.609,8.009,227827,105.98064422607422,1,9,80.98720292504571,32571.099999999995,dps,
4,Slothasor,False,True,187.0,Zerumi.5120,Virtuoso,18467,23.552,94.557,94.865,95.092,95.16,0.0,12.146,0.0,0.0,0.0,134521,122.22101593017578,0,38,92.47842170160295,607.3000000000001,dps,
